sites_ID;Class;Order;Family;Subfamily;Tribe;Genus;Species;Species Authors;;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Haematera;Haematera_pyrame;(H�bner, [1819]);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Paulogramma;Paulogramma_pygas;(Godart, [1824]);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_acontius;(Linnaeus, 1771);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_sabrina;(Hewitson, 1852);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_eurota;(Cramer, 1775);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_maja;(Fabricius, 1775);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_tatila;(Herrich-Sch�ffer, [1855]);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Nica;Nica_flavilla;(Godart, [1824]);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Pyrrhogyra;Pyrrhogyra_neaerea;(Linnaeus, 1758);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Temenis;Temenis_laothoe;(Cramer, 1777);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_aerata;(A. Butler, 1877);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_artemisia;(Fabricius, 1793);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_myrrhina;(E. Doubleday, 1849);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Historis;Historis_odius;(Fabricius, 1775);;;;;;;
bor1008;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Smyrna;Smyrna_blomfildia;(Fabricius, 1781);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_illioneus;(Cramer, 1775);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllastros;E. Doubleday, [1849];;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Elymniini;Manataria;Manataria_hercyna;(H�bner, [1821]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_griseldis;(Weymer, 1911);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Eteona;Eteona_tisiphone;(Boisduval, 1836);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Godartiana;Godartiana_muscosa;(A. Butler, 1870);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;(Fabricius, 1776);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_summandosa;(Gosse, 1880);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_grimon;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;(Prittwitz, 1865);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_pharnabazos;(Bryk, 1953);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;(Hewitson, 1862);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pseudodebis;Pseudodebis_euptychidia;(A. Butler, 1868);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_libitina;(A. Butler, 1870);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_tripunctata;Weymer, 1907;;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;H�bner, [1821];;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_celmis;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_mimula;(Hayward, 1954);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_ordinaria;A.V.L. Freitas, L. Kaminski & O.H.H. Mielke, 2012;;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_straminea;(A. Butler, 1867);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Fountainea;Fountainea_ryphea;(Cramer, 1775);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Hypna;Hypna_clytemnestra;(Cramer, 1777);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_acidalia;(H�bner, [1819]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Biblis;Biblis_hyperia;(Cramer, 1779);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Ectima;Ectima_thecla;(Fabricius, 1796);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_amphinome;(Linnaeus, 1767);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_epinome;(C. Felder & R. Felder, 1867);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_februa;(H�bner, [1823]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_feronia;(Linnaeus, 1758);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_fornax;(H�bner, [1823]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_sorana;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_candrena;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Haematera;Haematera_pyrame;(H�bner, [1819]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Paulogramma;Paulogramma_pygas;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Paulogramma;Paulogramma_pyracmon;(Godart, [1824]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Cybdelis;Cybdelis_phaesyla;(H�bner, [1831]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Myscelia;Myscelia_orsis;(Drury, 1782);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_eburnea;Fruhstorfer, 1907;;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;Hewitson, 1861;;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_orea;(H�bner, [1823]);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Pyrrhogyra;Pyrrhogyra_neaerea;(Linnaeus, 1758);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Temenis;Temenis_laothoe;(Cramer, 1777);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_aerata;(A. Butler, 1877);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_artemisia;(Fabricius, 1793);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_athemon;(Linnaeus, 1758);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_coenus;(Fabricius, 1793);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_myrrhina;(E. Doubleday, 1849);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1009;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_aega;(H�bner, [1822]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_anaxibia;(Esper, [1801]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_epistrophus;(Fabricius, 1796);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_portis;(H�bner, [1821]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_bassus;(C. Felder & R. Felder, 1867);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_batea;(H�bner, [1821]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_arisbe;H�bner, [1822];;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Dasyophthalma;Dasyophthalma_creusa;(H�bner, [1821]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;(E. Doubleday, [1849]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllene;C. Felder & R. Felder, 1859;;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opoptera;Opoptera_sulcius;(Staudinger, 1887);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Haeterini;Pierella;Pierella_nereis;(Drury, 1782);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Capronnieria;Capronnieria_galesus;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_griseldis;(Weymer, 1911);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_paeon;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Eteona;Eteona_tisiphone;(Boisduval, 1836);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Euptychoides;Euptychoides_castrensis;(Schaus, 1902);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;(A. Butler, 1867);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Godartiana;Godartiana_muscosa;(A. Butler, 1870);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;(A. Butler, 1877);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pampasatyrus;Pampasatyrus_glaucope;(C. Felder & R. Felder, 1867);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Stegosatyrus;Stegosatyrus_periphas;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;(Prittwitz, 1865);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Prenda;Prenda_clarissa;A. Freitas & O. Mielke, 2011;;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_ambra;(Weymer, [1911]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_cosmophila;(H�bner, 1823);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taydebis;Taydebis_peculiaris;(A. Butler, 1874);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_acuta;Weymer, 1910;;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;H�bner, [1821];;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_straminea;(A. Butler, 1867);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Zischkaia;Zischkaia_pacarus;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_moruus;(Fabricius, 1775);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_otrere;(H�bner, [1825]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;(Gmelin, [1790]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(H�bner, [1823]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Prepona;Prepona_pylene;Hewitson, [1854];;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Biblis;Biblis_hyperia;(Cramer, 1779);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Ectima;Ectima_thecla;(Fabricius, 1796);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_amphinome;(Linnaeus, 1767);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_epinome;(C. Felder & R. Felder, 1867);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_februa;(H�bner, [1823]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_feronia;(Linnaeus, 1758);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_fornax;(H�bner, [1823]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_candrena;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_eluina;(Hewitson, [1855]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Haematera;Haematera_pyrame;(H�bner, [1819]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Paulogramma;Paulogramma_pygas;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_numilia;(Cramer, 1775);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_sabrina;(Hewitson, 1852);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Cybdelis;Cybdelis_phaesyla;(H�bner, [1831]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Myscelia;Myscelia_orsis;(Drury, 1782);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_caelina;(Godart, [1824]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_eburnea;Fruhstorfer, 1907;;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;Hewitson, 1861;;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_orea;(H�bner, [1823]);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Temenis;Temenis_laothoe;(Cramer, 1777);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_athemon;(Linnaeus, 1758);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_myrrhina;(E. Doubleday, 1849);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1010;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Smyrna;Smyrna_blomfildia;(Fabricius, 1781);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;H�bner, [1822];;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_aega;(H�bner, [1822]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_anaxibia;(Esper, [1801]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_portis;(H�bner, [1821]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_batea;(H�bner, [1821]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Brassolis;Brassolis_sophorae;(Linnaeus, 1758);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_beltrao;(Illiger, 1801);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_brasiliensis;(C. Felder, 1862);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_illioneus;(Cramer, 1775);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Catoblepia;Catoblepia_amphirhoe;(H�bner, [1825]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Catoblepia;Catoblepia_berecynthia;(Cramer, 1777);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Eryphanis;Eryphanis_automedon;(Cramer, 1775);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;(E. Doubleday, [1849]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllastros;E. Doubleday, [1849];;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllarus;Westwood, 1851;;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_panniculus;Stichel, 1904;;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opoptera;Opoptera_aorsa;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_cassiae;(Linnaeus, 1758);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_invirae;(H�bner, [1808]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_quiteria;(Stoll, 1780);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Selenophanes;Selenophanes_cassiope;(Cramer, 1775);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Elymniini;Manataria;Manataria_hercyna;(H�bner, [1821]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_reynoldsi;Sharpe, 1890;;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Caeruleuptychia;Caeruleuptychia_helena;(Anken, 1994);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Capronnieria;Capronnieria_galesus;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_griseldis;(Weymer, 1911);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_paeon;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Eteona;Eteona_tisiphone;(Boisduval, 1836);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Euptychoides;Euptychoides_castrensis;(Schaus, 1902);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Godartiana;Godartiana_muscosa;(A. Butler, 1870);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Magneuptychia;Magneuptychia_lea;(Cramer, 1777);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Magneuptychia;Magneuptychia_pallema;(Schaus, 1902);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;(A. Butler, 1877);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_summandosa;(Gosse, 1880);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;(Prittwitz, 1865);;;;;;;
