sites_ID;Class;Order;Family;Subfamily;Tribe;Genus;Species;Species Authors;;;;;;;
bor1043;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1043;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1043;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_epistrophus;(Fabricius, 1796);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_anaxibia;(Esper, [1801]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_portis;(H�bner, [1821]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_batea;(H�bner, [1821]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_arisbe;H�bner, [1822];;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllene;C. Felder & R. Felder, 1859;;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Haeterini;Pierella;Pierella_nereis;(Drury, 1782);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Carminda;Carminda_griseldis;(Weymer, 1911);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Eteona;Eteona_tisiphone;(Boisduval, 1836);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;(Godart, [1824]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;(Godart, [1824]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;(A. Butler, 1867);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Foetterleia;Foetterleia_schreineri;(Foetterle, 1902);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Godartiana;Godartiana_muscosa;(A. Butler, 1870);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;(Hewitson, 1862);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_hygina;(A. Butler, 1877);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_ochracea;(A. Butler, 1867);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Fountainea;Fountainea_ryphea;(Cramer, 1775);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Hypna;Hypna_clytemnestra;(Cramer, 1777);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_otrere;(H�bner, [1825]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_appias;(H�bner, [1825]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Biblis;Biblis_hyperia;(Cramer, 1779);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Mestra;Mestra_hersilia;(Fabricius, 1776);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_amphinome;(Linnaeus, 1767);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_arete;(E. Doubleday, 1847);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_februa;(H�bner, [1823]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_feronia;(Linnaeus, 1758);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_fornax;(H�bner, [1823]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_hydaspes;(Drury, 1782);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_candrena;(Godart, [1824]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_eluina;(Hewitson, [1855]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_sabrina;(Hewitson, 1852);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Cybdelis;Cybdelis_phaesyla;(H�bner, [1831]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Myscelia;Myscelia_orsis;(Drury, 1782);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_margarita;(Godart, [1824]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;Hewitson, 1861;;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Epiphile;Epiphile_orea;(H�bner, [1823]);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1044;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_anaxibia;(Esper, [1801]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_batea;(H�bner, [1821]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Brassolis;Brassolis_sophorae;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_idomeneus;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_illioneus;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_teucer;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Catoblepia;Catoblepia_berecynthia;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Eryphanis;Eryphanis_automedon;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_cyllene;C. Felder & R. Felder, 1859;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Narope;Narope_panniculus;Stichel, 1904;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_cassiae;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_invirae;(H�bner, [1808]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_quiteria;(Stoll, 1780);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Selenophanes;Selenophanes_cassiope;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Magneuptychia;Magneuptychia_pallema;(Schaus, 1902);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;(A. Butler, 1877);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;(Fabricius, 1776);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_summandosa;(Gosse, 1880);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;(Prittwitz, 1865);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Posttaygetis;Posttaygetis_penelea;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pseudodebis;Pseudodebis_celia;(Cramer, 1779);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_libitina;(A. Butler, 1870);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetina;Taygetina_kerea;(A. Butler, 1869);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_laches;Fabricius, 1793;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_larua;C. Felder & R. Felder, 1867;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_rufomarginata;Staudinger, 1888;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_tripunctata;Weymer, 1907;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_virgilia;(Cramer, 1776);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_affinis;(A. Butler, 1867);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_mimula;(Hayward, 1954);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_renata;(Stoll, 1780);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_yphthima;(C. Felder & R. Felder, 1867);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Zischkaia;Zischkaia_pacarus;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Fountainea;Fountainea_halice;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Fountainea;Fountainea_ryphea;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Hypna;Hypna_clytemnestra;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_appias;(H�bner, [1825]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_acidalia;(H�bner, [1819]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_arginussa;(Geyer, 1832);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_moruus;(Fabricius, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_polyxo;(H. Druce, 1874);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;(Gmelin, [1790]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophoon;(H�bner, [1814]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Prepona;Prepona_laertes;(H�bner, [1811]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Prepona;Prepona_pheridamas;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Prepona;Prepona_pylene;Hewitson, [1854];;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Biblis;Biblis_hyperia;(Cramer, 1779);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Mestra;Mestra_hersilia;(Fabricius, 1776);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Ectima;Ectima_thecla;(Fabricius, 1796);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_amphinome;(Linnaeus, 1767);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_arete;(E. Doubleday, 1847);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_chloe;(Stoll, 1787);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_epinome;(C. Felder & R. Felder, 1867);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_februa;(H�bner, [1823]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_feronia;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_iphthime;(H. Bates, 1864);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_laodamia;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_astarte;(Cramer, 1779);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_hydaspes;(Drury, 1782);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_sorana;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_candrena;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Haematera;Haematera_pyrame;(H�bner, [1819]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Paulogramma;Paulogramma_pygas;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_acontius;(Linnaeus, 1771);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_numilia;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_bechina;(Hewitson, 1852);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_eburnea;Fruhstorfer, 1907;;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_eurota;(Cramer, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_maja;(Fabricius, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_margarita;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_tatila;(Herrich-Sch�ffer, [1855]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Nica;Nica_flavilla;(Godart, [1824]);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Pyrrhogyra;Pyrrhogyra_neaerea;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Temenis;Temenis_laothoe;(Cramer, 1777);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_aerata;(A. Butler, 1877);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_agacles;(Dalman, 1823);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_artemisia;(Fabricius, 1793);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_coenus;(Fabricius, 1793);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Historis;Historis_odius;(Fabricius, 1775);;;;;;;
bor1047;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Smyrna;Smyrna_blomfildia;(Fabricius, 1781);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Brassolis;Brassolis_sophorae;(Linnaeus, 1758);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_illioneus;(Cramer, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;(E. Doubleday, [1849]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Opsiphanes;Opsiphanes_invirae;(H�bner, [1808]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Haeterini;Pierella;Pierella_nereis;(Drury, 1782);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Capronnieria;Capronnieria_galesus;(Godart, [1824]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Godartiana;Godartiana_muscosa;(A. Butler, 1870);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_hermes;(Fabricius, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Moneuptychia;Moneuptychia_soter;(A. Butler, 1877);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pareuptychia;Pareuptychia_ocirrhoe;(Fabricius, 1776);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_phronius;(Godart, [1824]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_poltys;(Prittwitz, 1865);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Pharneuptychia;Pharneuptychia_pharnaces;(Weymer, 1911);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Splendeuptychia;Splendeuptychia_doxes;(Godart, [1824]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_laches;Fabricius, 1793;;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Taygetis;Taygetis_virgilia;(Cramer, 1776);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Yphthimoides;Yphthimoides_affinis;(A. Butler, 1867);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Fountainea;Fountainea_ryphea;(Cramer, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Hypna;Hypna_clytemnestra;(Cramer, 1777);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Memphis;Memphis_moruus;(Fabricius, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;(Gmelin, [1790]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(H�bner, [1823]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Prepona;Prepona_pylene;Hewitson, [1854];;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Biblis;Biblis_hyperia;(Cramer, 1779);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Biblidini;Mestra;Mestra_hersilia;(Fabricius, 1776);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Ectima;Ectima_thecla;(Fabricius, 1796);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_amphinome;(Linnaeus, 1767);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_epinome;(C. Felder & R. Felder, 1867);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_februa;(H�bner, [1823]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Ageroniini;Hamadryas;Hamadryas_feronia;(Linnaeus, 1758);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Callicore;Callicore_hydaspes;(Drury, 1782);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Diaethria;Diaethria_clymena;(Cramer, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Callicorini;Haematera;Haematera_pyrame;(H�bner, [1819]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Catonephele;Catonephele_numilia;(Cramer, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Cybdelis;Cybdelis_phaesyla;(H�bner, [1831]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Catonephelini;Myscelia;Myscelia_orsis;(Drury, 1782);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_maja;(Fabricius, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;New tribe;Eunica;Eunica_margarita;(Godart, [1824]);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Pyrrhogyra;Pyrrhogyra_neaerea;(Linnaeus, 1758);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Epiphilini;Temenis;Temenis_laothoe;(Cramer, 1777);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_artemisia;(Fabricius, 1793);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_athemon;(Linnaeus, 1758);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_meridionalis;R�ber, 1915;;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_postverta;(Cramer, 1779);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Biblidinae;Eubagini;Dynamine;Dynamine_tithia;(H�bner, 1823);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Historis;Historis_odius;(Fabricius, 1775);;;;;;;
bor1052;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Smyrna;Smyrna_blomfildia;(Fabricius, 1781);;;;;;;
bor1053;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Morpho;Morpho_helenor;(Cramer, 1776);;;;;;;
bor1053;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Blepolenis;Blepolenis_batea;(H�bner, [1821]);;;;;;;
bor1053;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Brassolini;Caligo;Caligo_illioneus;(Cramer, 1775);;;;;;;
